Speed,Foreign,HasGlasses,LongHair,Wears_Hat,NLaneChanges,HasSpoiler,Brightness,BumperStickers,NumDoors,BumperDamage,RoofRack,SideDents,SportsCar,Distracted,INTENT
59.5,0,0,1,1,0,0,0,0,4,1,0,0,0,0,PULL_OVER
62.5,1,1,0,0,1,0,1,0,4,0,0,1,0,0,PULL_OVER
60.5,0,0,1,0,2,0,8,0,2,0,1,0,0,0,letpass
59.8,1,0,0,0,0,0,1,0,4,0,1,0,0,0,letpass
60.4,1,1,1,1,0,0,9,0,4,1,0,0,0,0,PULL_OVER
65.9,0,1,0,0,1,0,0,0,4,0,0,1,0,0,PULL_OVER
61.6,1,1,1,0,1,0,1,0,4,1,0,0,0,0,PULL_OVER
63.5,0,1,0,1,3,0,1,0,2,0,0,1,0,0,PULL_OVER
54.8,1,0,0,0,0,0,2,1,2,0,0,0,0,0,letpass
67.1,1,0,0,0,5,0,10,1,2,0,0,0,1,0,PULL_OVER
52.0,1,1,0,0,3,0,5,0,4,0,0,0,0,1,letpass
61.8,1,0,0,0,1,0,6,0,4,0,1,0,0,0,letpass
59.7,1,1,1,1,0,0,1,0,4,0,1,0,0,0,letpass
61.6,0,0,1,0,0,0,2,0,4,0,1,0,0,0,letpass
62.8,0,0,0,0,4,1,9,0,4,0,1,0,0,0,letpass
61.3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,PULL_OVER
61.5,0,0,0,0,0,0,4,0,4,0,1,0,0,0,letpass
61.6,0,0,0,0,2,0,2,0,4,0,1,0,0,0,letpass
62.7,0,0,1,0,4,0,4,0,4,0,1,0,0,0,letpass
62.2,0,1,1,0,0,0,5,0,4,1,0,0,0,0,PULL_OVER
61.5,0,0,0,0,1,0,7,0,4,0,1,0,0,0,letpass
63.3,1,1,1,0,2,0,10,1,4,0,0,1,0,0,PULL_OVER
60.6,1,0,0,0,0,0,8,0,4,0,0,0,0,0,letpass
55.0,0,1,0,0,0,0,4,0,4,0,0,1,0,1,PULL_OVER
63.9,1,0,0,0,2,0,9,0,4,0,1,0,0,0,letpass
59.2,0,0,0,0,2,0,8,0,4,0,0,0,0,0,letpass
62.8,0,0,1,0,4,0,5,0,4,0,0,0,0,0,letpass
58.3,0,0,1,0,1,0,5,0,4,0,1,0,0,0,letpass
58.3,1,0,0,0,1,0,2,1,2,0,1,0,0,0,letpass
62.5,1,0,1,0,1,0,0,0,4,1,0,1,0,0,PULL_OVER
62.3,1,1,1,0,4,0,9,0,4,0,0,1,0,0,PULL_OVER
62.6,1,0,0,0,2,0,9,0,4,0,1,0,0,0,letpass
60.8,0,0,0,0,4,0,8,0,4,0,1,0,0,0,letpass
62.1,0,0,1,0,1,0,6,0,4,0,0,0,0,0,letpass
63.7,0,0,0,0,0,0,6,0,4,0,0,0,0,0,letpass
68.9,1,0,0,0,5,0,5,0,4,0,0,0,0,0,PULL_OVER
60.0,0,0,0,0,1,0,3,0,4,0,1,0,0,0,letpass
61.6,0,0,1,1,0,0,4,0,2,0,0,1,0,0,PULL_OVER
46.0,0,0,0,0,0,0,10,0,2,0,1,0,0,1,letpass
58.7,0,0,0,0,1,0,8,1,4,0,1,0,0,0,letpass
62.6,0,1,1,0,1,0,5,0,4,1,0,0,0,0,PULL_OVER
66.0,0,0,0,0,4,0,1,0,4,0,0,0,1,0,PULL_OVER
60.7,1,1,0,0,0,0,10,0,4,0,0,1,1,0,PULL_OVER
58.6,1,1,0,1,0,0,10,0,4,1,0,0,0,0,PULL_OVER
60.7,0,0,0,0,2,0,6,0,4,0,1,0,0,0,letpass
46.0,0,0,0,0,3,0,5,0,4,0,0,1,0,1,letpass
57.5,0,0,0,0,3,0,5,0,4,0,0,0,0,0,letpass
62.2,0,0,0,0,0,0,1,0,4,0,0,1,0,0,PULL_OVER
46.0,0,0,0,0,4,0,8,0,4,0,0,0,0,1,letpass
56.2,1,0,1,0,0,0,5,0,4,1,0,0,0,0,letpass
68.6,0,1,0,1,1,0,10,0,4,0,0,0,0,0,PULL_OVER
59.7,0,0,1,0,1,0,8,0,2,0,0,0,0,0,letpass
62.7,0,1,1,0,4,1,4,0,4,0,0,1,0,0,PULL_OVER
61.1,0,1,0,0,4,0,10,1,2,0,1,0,0,0,letpass
57.4,1,0,0,0,2,0,2,0,4,0,1,0,0,0,letpass
59.0,0,0,1,0,0,0,5,0,4,0,1,0,0,0,letpass
64.3,0,1,1,1,0,0,1,0,2,0,0,0,1,0,PULL_OVER
60.2,0,0,0,0,1,0,5,1,4,0,0,0,0,0,letpass
61.9,1,1,1,1,1,0,4,0,4,0,0,1,1,0,PULL_OVER
61.2,0,0,1,0,0,0,2,0,4,0,0,0,0,0,letpass
63.5,0,0,0,0,5,1,6,0,4,0,0,1,0,0,letpass
63.6,0,0,0,0,0,0,2,0,4,0,0,0,0,0,letpass
60.5,0,0,0,0,2,0,9,1,4,0,1,0,0,0,letpass
64.5,0,1,0,1,0,0,1,0,4,0,0,0,0,0,PULL_OVER
64.0,0,1,1,1,0,0,5,0,4,1,0,0,0,0,PULL_OVER
59.7,0,0,0,0,0,0,1,0,2,1,0,0,0,0,letpass
64.3,0,0,1,0,2,0,7,0,4,0,1,0,0,0,letpass
61.8,1,0,0,1,0,1,9,0,4,0,0,0,0,0,PULL_OVER
57.8,0,0,0,0,1,0,8,0,4,0,0,0,0,0,letpass
66.8,1,1,0,0,1,1,5,0,2,0,0,0,1,0,PULL_OVER
63.3,1,0,1,0,2,0,1,0,4,0,0,0,0,0,letpass
60.9,0,0,0,1,4,0,1,0,4,0,0,0,1,0,PULL_OVER
61.4,0,0,0,0,4,0,8,0,4,0,0,0,0,0,letpass
61.9,0,0,0,0,3,0,4,0,4,0,1,0,0,0,letpass
58.6,1,0,1,0,0,0,8,0,4,0,0,0,1,0,letpass
57.9,0,0,0,0,1,0,5,0,4,0,0,0,0,0,letpass
62.5,1,0,1,0,5,0,9,0,4,0,1,0,0,0,letpass
57.8,1,0,0,0,1,0,3,0,4,0,1,0,0,0,letpass
63.0,0,0,0,0,4,0,7,0,4,0,1,0,0,0,letpass
47.0,1,0,0,0,3,0,10,1,4,0,1,0,0,1,letpass
62.2,1,0,0,0,1,0,7,0,4,0,0,0,0,0,letpass
56.8,0,0,1,0,0,0,10,0,4,1,0,0,0,0,PULL_OVER
66.4,0,1,1,0,1,0,4,0,4,1,0,0,1,0,PULL_OVER
60.6,0,0,0,0,2,0,4,0,4,0,1,0,0,0,letpass
61.1,0,0,1,0,4,0,5,0,4,0,0,0,0,0,letpass
60.4,0,1,1,0,4,0,4,0,4,0,0,1,0,0,PULL_OVER
59.2,0,0,0,1,1,0,5,0,4,1,0,1,1,0,PULL_OVER
64.5,0,0,1,0,4,0,6,0,4,0,1,0,0,0,letpass
61.2,1,1,0,0,1,0,9,0,2,0,0,0,0,0,PULL_OVER
62.9,0,0,1,1,1,1,5,0,2,0,0,1,0,0,PULL_OVER
59.5,0,0,1,0,2,0,8,1,4,0,1,0,0,0,letpass
61.4,1,0,0,0,3,0,6,0,4,0,0,0,0,0,letpass
65.9,1,0,0,0,2,0,6,1,4,0,0,0,0,0,letpass
59.1,0,0,0,0,2,0,1,0,4,0,0,1,0,0,PULL_OVER
64.5,1,0,0,0,2,0,7,0,4,0,1,0,0,0,letpass
62.9,1,0,0,0,0,0,5,0,4,1,0,0,0,0,PULL_OVER
58.1,0,1,0,0,1,0,4,0,4,0,1,0,0,0,PULL_OVER
53.0,0,1,0,0,1,0,5,0,4,0,1,0,0,1,letpass
55.0,0,0,1,0,3,0,4,0,4,1,0,0,0,1,letpass
52.0,0,0,0,0,1,0,8,0,4,0,1,0,0,1,letpass
59.4,1,0,1,0,4,0,6,0,4,0,1,0,0,0,letpass
65.3,0,1,0,0,2,1,10,0,4,0,0,1,1,0,PULL_OVER
62.4,1,0,0,0,0,0,7,0,4,0,1,0,0,0,letpass
65.8,0,0,1,0,1,0,10,0,4,0,0,0,0,0,PULL_OVER
60.0,1,0,1,0,5,0,6,0,4,0,1,0,1,0,letpass
61.1,0,0,1,0,0,0,7,0,4,0,0,0,0,0,letpass
59.3,0,0,1,0,4,0,9,1,2,0,0,0,0,0,letpass
61.2,0,0,0,0,3,0,6,0,2,0,1,0,0,0,letpass
60.0,1,0,1,0,0,0,7,1,4,0,0,0,0,1,letpass
60.7,0,0,1,0,2,0,1,0,4,0,1,0,0,0,letpass
64.2,0,0,1,0,1,1,0,0,4,0,0,0,0,0,PULL_OVER
57.6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,letpass
64.0,1,0,0,0,5,0,8,0,4,0,0,0,0,0,letpass
64.6,0,1,1,0,2,0,9,0,4,0,0,1,0,0,PULL_OVER
62.6,0,1,0,0,2,1,1,0,4,1,0,1,0,0,PULL_OVER
64.8,1,1,0,1,0,1,1,0,4,0,0,0,0,0,PULL_OVER
60.5,0,0,1,0,3,0,7,0,4,0,0,0,0,0,letpass
63.6,1,1,1,0,2,1,9,0,4,0,0,1,0,0,PULL_OVER
61.1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,PULL_OVER
67.5,0,1,1,1,0,1,0,0,4,0,0,0,0,0,PULL_OVER
64.8,0,0,0,0,0,0,7,0,2,0,0,0,0,0,letpass
60.7,0,0,1,0,3,0,7,0,4,0,0,0,0,0,letpass
57.1,0,0,1,0,2,0,4,0,4,0,1,0,0,0,letpass
60.3,0,0,0,0,0,1,4,0,4,0,0,0,0,0,letpass
61.7,1,0,0,0,2,0,7,0,4,0,0,0,0,0,letpass
58.4,1,0,0,0,0,0,7,0,4,0,1,0,0,0,letpass
63.8,0,0,0,0,0,0,3,0,4,0,0,0,0,0,letpass
63.3,0,0,0,0,3,0,8,0,4,0,0,0,0,0,letpass
59.8,0,0,0,0,3,0,1,0,4,1,0,0,0,0,letpass
60.0,0,0,1,0,4,0,8,0,4,0,1,0,1,0,letpass
58.5,0,0,0,0,0,1,9,0,4,1,0,0,0,0,PULL_OVER
58.0,0,0,0,0,2,0,7,0,4,0,0,0,0,1,letpass
62.5,0,1,0,0,2,0,10,0,4,1,0,0,1,0,PULL_OVER
63.1,1,0,0,0,2,0,0,1,4,0,0,1,0,0,PULL_OVER
62.7,1,1,0,0,4,1,6,1,4,0,0,0,0,0,letpass
58.0,0,1,0,0,2,0,1,0,4,0,1,0,0,1,letpass
67.5,1,0,0,0,0,0,10,0,4,1,0,0,0,0,PULL_OVER
63.5,1,1,0,0,0,0,5,0,4,1,0,0,1,0,PULL_OVER
64.5,1,0,0,0,2,0,7,0,4,0,0,0,0,0,letpass
61.2,0,0,0,0,1,0,3,0,4,0,0,0,1,0,letpass
61.6,0,0,1,0,5,0,3,0,4,0,1,0,0,0,letpass
60.6,1,0,0,0,3,0,7,0,4,0,1,0,0,0,letpass
64.0,0,1,0,0,3,1,4,0,4,1,0,0,0,0,PULL_OVER
60.5,0,0,0,1,0,0,10,0,4,0,0,0,0,0,PULL_OVER
60.3,0,1,0,1,3,0,4,0,4,1,0,0,0,0,PULL_OVER
65.7,0,0,0,1,4,0,5,0,4,0,0,0,0,0,PULL_OVER
45.0,1,0,0,0,4,0,10,0,4,0,0,0,0,1,letpass
62.1,0,0,0,0,2,0,10,0,4,1,0,0,1,0,PULL_OVER
63.2,0,0,0,0,0,0,5,1,4,0,0,0,0,0,letpass
64.5,0,1,0,0,2,0,10,0,4,0,0,0,0,0,PULL_OVER
62.1,1,0,0,0,0,0,6,0,4,0,1,0,0,0,letpass
63.1,0,0,1,0,1,0,5,0,4,0,1,0,0,0,letpass
63.3,1,1,1,1,0,0,10,0,4,0,0,0,0,0,PULL_OVER
57.0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,letpass
59.1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,letpass
58.9,0,0,0,0,5,0,6,0,4,0,0,0,0,0,letpass
59.1,0,0,1,0,0,0,4,0,4,0,0,1,0,0,letpass
60.6,0,0,0,0,2,0,4,0,2,0,0,0,0,0,letpass
64.9,0,1,1,0,3,0,7,0,4,0,1,0,0,0,letpass
65.3,1,1,0,0,1,0,0,0,4,0,0,0,1,0,PULL_OVER
60.7,1,0,0,0,1,0,4,0,4,0,1,0,0,0,letpass
56.1,0,1,1,0,0,0,6,0,4,0,0,0,0,0,letpass
56.8,1,0,0,0,0,0,1,0,4,0,1,0,0,0,letpass
58.9,0,0,0,0,1,0,5,0,4,0,1,0,0,0,letpass
59.7,0,0,1,0,0,0,8,1,4,0,1,0,0,0,letpass
62.7,1,0,1,0,2,1,5,1,2,1,1,0,0,0,letpass
64.8,0,1,0,0,0,1,5,0,4,1,1,0,0,0,PULL_OVER
56.0,1,0,0,1,2,0,8,0,4,0,0,1,0,0,letpass
65.3,0,0,0,0,5,0,7,1,4,0,0,0,1,0,letpass
64.6,1,0,0,1,2,0,5,0,4,0,0,1,0,0,PULL_OVER
62.6,0,0,1,0,3,0,7,0,4,0,0,0,1,0,letpass
63.3,0,1,0,1,4,0,0,0,4,0,0,1,0,0,PULL_OVER
57.5,1,0,0,0,1,0,6,0,4,0,1,0,0,0,letpass
63.1,0,0,0,0,0,0,6,0,4,0,0,0,0,0,letpass
62.1,0,1,0,0,1,0,9,0,4,0,1,0,0,0,letpass
66.2,1,1,0,0,0,0,10,0,4,1,0,0,0,0,PULL_OVER
59.0,0,1,1,0,1,0,1,0,2,1,0,0,0,0,PULL_OVER
61.0,0,0,0,0,2,0,9,1,4,0,0,0,0,0,letpass
62.4,1,1,0,0,1,0,4,0,4,1,0,0,0,0,PULL_OVER
50.0,1,0,0,0,5,0,5,0,4,1,1,0,0,1,letpass
57.9,0,0,0,0,0,0,5,0,4,0,0,0,0,0,letpass
61.5,0,0,0,0,1,0,9,1,4,0,1,0,0,0,letpass
62.5,1,1,0,0,3,0,5,0,4,0,0,1,0,0,PULL_OVER
52.0,0,0,1,0,5,0,7,1,4,0,1,0,0,1,letpass
59.7,0,0,0,0,5,0,6,0,4,0,0,1,0,0,letpass
61.9,1,0,0,0,1,0,9,0,4,1,0,0,0,0,letpass
58.1,0,1,0,0,1,0,0,0,4,0,0,1,0,0,PULL_OVER
60.7,0,0,1,0,0,0,9,0,4,0,0,0,0,0,letpass
64.2,0,1,1,0,1,1,5,1,4,1,1,0,0,0,PULL_OVER
65.3,0,0,1,0,2,0,8,0,4,0,0,0,0,0,letpass
59.1,1,0,0,0,0,0,8,1,4,0,1,0,0,0,letpass
62.6,1,1,0,0,0,0,5,0,4,1,0,1,0,0,PULL_OVER
63.3,1,1,1,1,3,1,5,0,4,0,0,1,0,0,PULL_OVER
59.7,0,1,1,0,3,0,5,0,4,0,1,0,0,0,letpass
63.7,0,0,0,0,3,0,3,0,4,0,1,0,0,0,letpass
57.2,0,1,0,0,3,0,10,0,4,0,0,0,1,0,PULL_OVER
58.0,0,0,1,0,0,0,5,0,4,0,1,0,0,0,letpass
62.6,0,0,0,0,2,0,7,0,2,0,0,0,0,0,letpass
60.9,0,0,0,0,1,1,9,1,4,0,1,0,0,0,letpass
55.8,0,0,1,0,0,0,6,0,4,0,1,0,0,0,letpass
64.5,1,1,1,0,0,0,1,0,4,0,0,0,0,0,PULL_OVER
60.9,0,0,0,0,2,1,6,0,4,1,1,0,0,0,letpass
61.4,0,0,1,0,1,0,5,0,4,0,1,0,0,0,letpass
64.7,0,0,0,0,4,1,5,0,4,0,1,0,0,0,letpass
61.0,0,0,1,0,3,0,3,0,4,0,0,0,0,0,letpass
65.4,0,0,0,0,3,0,6,0,4,0,1,0,0,0,letpass
58.0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,letpass
65.6,0,0,0,1,4,0,0,0,4,0,0,1,0,0,PULL_OVER
60.7,0,1,1,0,0,0,9,1,4,0,0,0,0,0,letpass
60.1,0,0,0,0,1,0,4,0,4,0,0,0,0,0,letpass
61.8,0,1,0,1,0,0,5,0,4,1,0,0,1,0,PULL_OVER
67.0,0,1,0,0,0,0,9,0,4,0,0,1,0,0,PULL_OVER
63.7,1,1,0,0,5,0,0,0,4,0,0,0,0,0,PULL_OVER
63.7,0,0,0,0,0,0,6,1,4,0,0,0,0,0,letpass
62.5,1,0,1,0,1,0,0,0,4,1,0,1,0,0,PULL_OVER
59.2,0,0,1,0,3,1,1,0,2,0,1,0,0,0,letpass
64.4,1,0,0,0,4,1,6,0,4,0,0,0,0,0,letpass
55.7,0,0,1,0,0,0,7,0,4,0,1,0,0,0,letpass
58.0,0,0,0,0,3,1,1,0,4,0,1,0,0,1,letpass
60.7,0,1,0,0,1,0,5,1,4,0,0,0,1,0,PULL_OVER
60.0,0,0,1,0,0,0,1,0,4,0,1,0,0,1,letpass
55.9,0,0,1,0,0,0,0,0,4,0,0,0,0,0,letpass
63.8,1,0,1,0,4,1,5,0,4,0,0,0,0,0,letpass
60.4,0,1,0,0,0,0,9,0,2,0,0,0,0,0,PULL_OVER
61.1,0,0,0,0,4,0,7,1,4,0,1,0,0,0,letpass
66.4,1,0,0,0,1,0,5,0,4,0,0,0,0,0,letpass
60.3,0,0,0,0,3,0,4,0,4,1,0,0,0,0,letpass
63.1,1,0,0,0,2,0,1,0,4,0,1,0,0,0,letpass
63.1,1,0,1,0,0,0,5,0,4,0,0,0,0,0,letpass
61.8,0,0,0,0,3,0,9,0,4,0,0,1,0,0,PULL_OVER
61.6,0,0,0,0,0,0,5,0,4,0,1,0,0,0,letpass
61.6,0,1,0,1,4,0,5,1,2,0,0,1,0,0,PULL_OVER
67.0,1,0,0,0,0,1,4,0,4,0,0,0,0,0,PULL_OVER
63.7,0,0,0,0,4,0,2,0,4,0,1,0,0,0,letpass
63.3,1,0,1,0,4,0,6,0,4,0,0,0,0,0,letpass
63.4,0,0,0,0,2,0,9,0,4,0,0,0,0,0,letpass
63.5,0,1,1,0,0,0,5,0,4,0,0,0,1,0,PULL_OVER
63.0,1,0,0,0,1,0,3,0,4,0,0,0,0,0,letpass
65.0,0,0,0,0,3,0,7,0,4,0,0,0,0,0,letpass
61.3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,letpass
60.7,0,1,0,0,4,0,0,0,4,0,0,1,0,0,PULL_OVER
65.1,1,0,1,1,0,0,10,0,4,0,1,0,0,0,letpass
60.9,0,0,0,0,5,0,8,0,4,0,1,0,0,0,letpass
62.8,0,1,1,0,1,0,4,0,4,0,0,0,0,0,letpass
58.0,0,0,1,0,1,0,7,1,4,0,1,0,0,0,letpass
57.1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,letpass
66.2,1,0,0,0,4,1,7,0,2,0,0,0,0,0,letpass
61.9,1,0,0,0,5,0,7,0,4,0,0,0,0,0,letpass
65.1,0,0,1,0,3,0,4,0,2,0,0,0,1,0,PULL_OVER
62.1,1,0,0,0,2,0,7,0,2,0,1,0,0,0,letpass
62.9,0,0,1,0,1,0,7,0,4,0,1,0,0,0,letpass
62.9,0,0,0,0,0,0,7,0,4,1,1,0,1,0,letpass
51.0,1,1,0,0,0,0,6,0,4,0,0,0,0,1,letpass
60.4,1,0,0,0,0,0,9,0,4,0,1,0,1,0,letpass
64.3,0,0,0,0,3,0,1,0,4,0,1,0,0,0,letpass
67.2,1,1,0,0,1,0,0,0,4,1,0,0,0,0,PULL_OVER
67.8,0,0,1,0,0,0,9,0,4,0,0,0,0,0,PULL_OVER
63.4,1,0,0,0,2,0,5,0,4,0,0,0,0,0,letpass
66.4,1,0,1,0,2,0,9,0,4,0,0,0,0,0,PULL_OVER
61.8,0,0,1,0,5,0,6,1,4,0,1,0,0,0,letpass
47.0,1,0,0,0,1,0,4,0,2,0,1,1,0,1,letpass
63.2,1,0,1,0,0,0,3,0,4,0,0,0,0,0,letpass
66.9,0,0,0,1,4,0,10,0,4,0,0,1,0,0,PULL_OVER
64.9,0,1,1,0,0,0,1,0,4,0,0,0,0,0,PULL_OVER
68.7,0,1,1,0,0,0,5,0,4,0,0,1,0,0,PULL_OVER
61.0,0,0,1,0,1,0,2,0,4,0,1,0,0,0,letpass
67.0,0,1,1,0,1,0,5,0,2,1,0,0,0,0,PULL_OVER
59.8,0,0,1,0,2,1,6,0,4,0,0,0,0,0,letpass
66.9,0,0,1,0,2,0,4,1,4,0,0,0,0,0,letpass
64.9,0,0,0,0,2,0,1,0,4,0,0,1,1,0,PULL_OVER
58.0,0,1,0,0,2,0,5,0,2,0,0,0,0,1,PULL_OVER
51.0,1,0,0,0,4,0,7,0,4,0,0,0,0,1,letpass
69.7,0,1,0,0,1,0,0,0,4,0,0,0,0,0,PULL_OVER
61.6,0,0,0,0,2,0,3,0,4,0,0,0,0,0,letpass
66.4,0,1,0,1,3,0,9,0,4,0,0,1,0,0,PULL_OVER
45.0,0,0,1,0,0,0,4,0,2,0,0,0,0,1,letpass
59.8,1,0,0,0,3,0,8,0,2,0,0,0,0,0,letpass
65.6,1,0,0,0,4,1,9,0,4,0,1,0,0,0,letpass
59.4,0,0,1,1,3,1,4,0,2,0,0,0,0,0,letpass
63.5,0,0,0,1,5,0,1,0,4,0,0,0,0,0,letpass
62.8,0,0,1,0,3,0,4,0,4,0,0,1,0,0,PULL_OVER
62.3,0,0,1,0,2,0,0,0,4,0,1,0,0,0,letpass
63.2,0,0,1,0,5,0,7,0,4,0,1,0,0,0,letpass
69.5,1,1,0,1,5,0,5,0,4,1,0,1,1,0,PULL_OVER
73.3,0,1,1,0,2,0,5,0,4,0,0,1,0,0,PULL_OVER
65.2,0,0,1,0,0,0,6,0,4,0,0,0,0,0,letpass
63.7,1,1,0,0,2,0,5,1,4,0,0,0,0,0,letpass
63.1,0,0,0,0,1,0,4,0,4,0,0,0,0,0,letpass
62.8,0,1,0,0,0,0,4,0,4,1,1,0,0,0,letpass
64.0,1,0,0,1,3,1,2,1,4,0,1,0,1,0,letpass
57.3,1,0,0,0,0,0,5,0,2,0,1,0,0,0,letpass
62.9,0,1,1,0,1,0,1,0,4,0,1,0,0,0,letpass
60.0,0,0,0,0,3,0,7,0,4,0,1,0,0,1,letpass
66.5,1,1,0,0,0,0,1,0,4,0,0,0,0,0,PULL_OVER
63.1,0,1,0,0,2,0,1,0,4,0,0,1,1,0,PULL_OVER
59.5,1,0,1,0,0,0,4,0,4,0,1,0,0,0,letpass
66.6,0,1,0,1,0,0,10,0,4,0,0,0,0,0,PULL_OVER
62.2,1,0,0,0,0,0,7,0,4,0,1,0,0,0,letpass
59.8,0,1,0,0,0,1,5,0,4,0,1,0,0,0,letpass
62.7,1,1,0,0,4,0,8,0,4,0,1,0,0,0,letpass
65.6,0,0,0,0,1,0,9,0,4,0,0,0,0,0,PULL_OVER
60.1,1,0,1,0,4,1,5,1,4,0,1,0,0,0,letpass
66.4,1,0,1,0,2,0,10,0,4,0,0,0,0,0,PULL_OVER
66.1,0,1,0,1,4,0,4,0,4,0,1,0,0,0,letpass
66.2,1,0,0,0,2,0,5,0,4,0,1,0,0,0,letpass
64.9,0,0,0,0,3,0,10,0,4,0,0,0,0,0,letpass
59.9,1,0,0,0,0,0,7,1,4,0,0,0,0,0,letpass
62.7,0,0,0,0,2,0,3,1,4,0,0,0,1,0,letpass
60.8,0,0,0,0,1,0,2,0,4,0,1,0,0,0,letpass
64.1,0,0,1,0,1,0,1,0,4,1,0,0,0,0,PULL_OVER
68.0,0,0,0,0,1,0,9,0,4,0,1,0,1,0,PULL_OVER
59.5,0,0,1,0,1,0,2,0,4,0,1,0,0,0,letpass
60.8,0,0,0,0,0,0,8,0,4,0,0,0,0,0,letpass
65.2,1,0,0,1,5,0,5,0,4,0,0,0,0,0,PULL_OVER
64.0,1,0,0,0,4,0,5,0,4,0,0,0,0,0,letpass
66.0,0,0,0,0,3,0,7,0,4,0,1,0,0,0,letpass
65.7,1,0,1,0,3,0,9,0,4,0,1,0,0,0,letpass
66.2,1,0,0,1,0,0,10,1,4,0,0,0,0,0,PULL_OVER
60.9,0,0,1,0,0,0,7,0,4,0,0,1,0,0,letpass
65.5,1,0,1,0,1,0,2,0,4,0,0,0,0,0,letpass
61.2,1,0,0,0,3,0,0,0,2,0,0,0,0,0,PULL_OVER
67.1,0,0,0,0,0,0,6,0,4,0,1,0,0,0,letpass
62.4,1,1,0,0,1,0,3,0,4,0,0,0,0,0,letpass
64.6,0,0,0,0,0,0,5,0,4,0,1,0,0,0,letpass
72.8,1,1,1,1,1,0,0,0,4,0,0,1,0,0,PULL_OVER
63.5,1,1,0,0,0,0,9,1,4,0,0,0,0,0,PULL_OVER
60.9,1,0,0,0,2,0,6,0,4,0,1,0,0,0,letpass
63.5,0,0,1,0,1,0,2,0,4,0,0,0,0,0,letpass
63.6,0,0,0,0,3,0,5,0,4,0,1,1,0,0,letpass
64.8,1,0,1,0,2,1,1,0,4,1,1,0,0,0,letpass
68.5,1,1,1,1,1,0,4,0,4,1,0,0,0,0,PULL_OVER
65.7,0,0,0,0,5,0,1,0,4,0,1,0,0,0,letpass
67.6,0,0,1,0,1,0,5,0,4,1,0,0,0,0,PULL_OVER
66.2,0,0,1,0,1,0,9,0,2,0,0,0,0,0,letpass
63.0,1,0,1,0,2,0,6,1,4,0,1,0,0,0,letpass
64.5,0,0,0,0,1,0,9,0,4,0,1,0,0,0,letpass
64.9,0,1,0,0,0,0,10,0,4,0,0,1,0,0,PULL_OVER
63.3,0,1,0,0,0,0,5,0,4,0,1,0,0,0,letpass
61.6,0,0,1,0,4,0,0,0,4,1,0,0,0,0,PULL_OVER
65.2,0,0,1,0,5,0,5,0,4,0,0,1,0,0,PULL_OVER
67.2,1,0,0,0,0,0,1,0,4,0,0,1,0,0,PULL_OVER
61.6,0,0,0,0,1,1,6,0,2,0,0,0,0,0,letpass
60.0,0,1,0,1,2,0,9,0,4,0,0,1,0,1,PULL_OVER
64.7,1,0,1,0,1,0,9,0,4,0,0,0,0,0,letpass
61.1,0,0,0,0,0,0,9,0,4,0,0,0,1,0,letpass
61.9,0,0,1,0,2,0,4,1,4,0,0,0,0,0,letpass
59.7,0,0,1,0,1,0,10,0,4,0,1,0,0,0,letpass
63.1,1,0,0,0,0,0,4,0,4,0,1,0,0,0,letpass
65.8,0,0,0,0,2,0,2,0,4,0,0,0,0,0,letpass
62.8,0,0,0,0,1,0,2,0,4,0,0,0,0,0,letpass
60.7,1,0,0,0,2,0,4,0,4,0,1,0,0,0,letpass
62.0,0,0,0,0,1,1,4,0,4,0,1,0,0,0,letpass
56.0,0,0,0,0,2,0,9,0,4,1,0,0,0,1,letpass
66.0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,PULL_OVER
64.6,1,0,1,0,0,0,0,0,4,0,0,0,0,0,letpass
63.9,0,0,1,0,2,0,1,0,4,0,1,1,0,0,letpass
64.5,0,0,0,0,2,0,7,1,4,0,1,0,0,0,letpass
62.7,1,0,0,0,1,0,5,1,4,0,0,0,0,0,letpass
64.6,0,0,0,1,0,0,5,0,4,0,1,0,0,0,letpass
69.0,0,0,1,0,1,0,5,0,4,0,1,0,0,0,letpass
65.0,0,0,1,0,0,0,7,1,4,0,0,0,0,0,letpass
52.0,0,0,1,0,2,0,4,0,4,0,0,0,0,1,letpass
64.5,1,0,0,0,4,0,9,0,4,0,1,0,0,0,letpass
62.3,1,0,1,0,2,0,1,0,4,0,0,0,0,0,letpass
63.5,0,0,0,0,0,0,1,0,4,1,0,0,0,0,letpass
67.6,0,1,0,0,1,0,5,0,4,1,0,0,1,0,PULL_OVER
65.8,0,1,1,0,0,0,10,1,4,0,0,0,0,0,PULL_OVER
67.7,0,0,0,0,0,1,1,0,4,0,0,0,0,0,letpass
60.3,0,0,0,0,4,0,6,1,2,0,0,0,0,0,letpass
65.2,0,0,0,0,0,1,10,0,4,0,0,0,0,0,letpass
65.2,0,0,0,0,1,0,6,0,4,0,1,0,0,0,letpass
63.8,1,0,0,0,1,0,5,0,4,0,0,0,0,0,letpass
